Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,IC50
CHEMBL3092523,,379.42,0,1.76,19e,COC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1nc2ccccc2c(=O)[nH]1,2500
CHEMBL563107,,413.48,0,2.76,32,O=C(c1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1)N1CCN2CCC[C@H]2C1,2500
CHEMBL3663646,,314.39,0,1.62,BDBM167418,NC(=O)c1cccc2[nH]n(C3CCN(C4CCC4)CC3)c(=O)c12,2500
CHEMBL3105875,,161.16,0,0.96,1a,NC(=O)n1ccc2cccnc21,2500
CHEMBL5179279,,418.5,0,1.7,8g,CCc1cc2ncc(CN3C[C@@H]4C[C@H]3CN4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,2500
CHEMBL5191816,,418.5,0,1.7,8f,CCc1cc2ncc(CN3CC4CC(C3)N4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,2500
CHEMBL5191816,,418.5,0,1.7,8f,CCc1cc2ncc(CN3CC4CC(C3)N4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,2500
CHEMBL5181770,,363.24,0,3.08,AEP02,Cc1cc(Br)cc2c(=O)[nH]c(CSc3ncccn3)nc12,2500
CHEMBL4585900,,299.31,0,2.35,7,CC(C)(O)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)nc1,2500
CHEMBL5198072,,366.43,0,1.06,8a,CCc1cc2ncc(CN3CCn4c(cnc4C(=O)NC)C3)cc2[nH]c1=O,2500
CHEMBL5176626,,377.45,0,1.8,8b,CCc1cc2ncc(CN3CCc4nc(C(=O)NC)ccc4C3)cc2[nH]c1=O,2500
CHEMBL5208807,,446.48,0,2.76,7c,CCc1cc2ncc(CN3CCN(c4ccc(C(N)C(F)(F)F)nc4)CC3)cc2[nH]c1=O,2500
CHEMBL5205409,,432.53,0,2.09,8e,CCc1cc2ncc(CN3CC4CCC(C3)N4c3ccc(C(=O)NC)nc3)cc2[nH]c1=O,2500
CHEMBL5180063,,407.52,0,2.43,7b,CCc1cc2ncc(CN3CCN(c4ccc(C(C)(C)O)nc4)CC3)cc2[nH]c1=O,2500
CHEMBL4174370,,460.51,0,2.74,14d,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(C1)CN(C(=O)C1CC1)C2,2535
CHEMBL3105412,,267.26,0,2.64,"SI 2, RIC3",O=C1NC(=O)c2ccccc2/C1=C\c1ccc(F)cc1,2540
CHEMBL4162614,,474.54,0,3.13,15d,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCN(C(=O)C3CC3)C2)C1,2586
CHEMBL64780,,267.24,0,3.37,20,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,2600
CHEMBL108849,,196.21,0,2.49,15a,Oc1nc2ccccc2c2ccncc12,2600
CHEMBL5190757,,526.56,1,4.96,17a,C=C1C(=O)OC2C[C@@]3(C)CCC=C(COC(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)C3=CC12,2600
CHEMBL3649732,,329.4,0,1.6,BDBM130109,O=c1[nH]c2ccc(OCCN3CCOCC3)cc2c2c1CCCN2,2640
CHEMBL1949865,,194.62,0,1.88,30,Cc1nc2c(Cl)cccc2c(=O)[nH]1,2650
CHEMBL64780,,267.24,0,3.37,20,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2ccccc12,2691.53
CHEMBL3617768,,320.35,0,1.94,1,CNCc1ccc(-c2[nH]c3cccc4c3c2C(=O)NNC4=O)cc1,2697
CHEMBL3966085,,426.49,0,2,BDBM191148,O=C(CN1CCC(C(=O)c2ccc(F)cc2)CC1)NCc1nc2c(c(=O)[nH]1)CCCC2,2700
CHEMBL336718,,252.27,0,3.01,13i,COc1ccc(-c2nc(O)c3ccccc3n2)cc1,2718
CHEMBL3649734,,355.48,0,3.53,BDBM130111,O=c1[nH]c2ccc(OCCCCN3CCCCC3)cc2c2c1CCCN2,2850
CHEMBL127066,,222.25,0,3,13a,Oc1nc(-c2ccccc2)nc2ccccc12,2863
CHEMBL3105884,,348.41,0,3.26,1j,NC(=O)n1ccc2ccc(-c3ccc(C(=O)N4CCCCC4)cc3)nc21,2900
CHEMBL109064,,196.21,0,2.49,15b,Oc1nc2ccccc2c2ncccc12,2900
CHEMBL521686,OLAPARIB,434.47,0,2.35,Olaparib,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2960
CHEMBL4168908,,506.58,1,4.27,13b,CC(C)(C)OC(=O)N1CCC2(CC1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,2969
CHEMBL363380,,388.47,0,2.7,5c,CN1CCN(CC(=O)Nc2ccc3c(c2)-c2nc(O)c4ccccc4c2C3)CC1,3000
CHEMBL110682,,384.48,0,0.81,38,O=c1[nH]c(=O)n(CCCCN2CCN(c3ncccn3)CC2)c2c1CCCC2,3000
CHEMBL3105881,,255.25,0,2.77,1g,NC(=O)n1ccc2ccc(-c3ccccc3F)nc21,3000
CHEMBL3649774,,285.39,0,2.36,BDBM130153,CCN(C)Cc1ccc2c3c(c(=O)[nH]c2c1)CCCN3C,3000
CHEMBL418816,,427.47,0,-1.33,42,O=C(CCn1c2c(c(=O)[nH]c1=O)CCC2)NCC(=O)N1CCN(c2ncccn2)CC1,3000
CHEMBL1767056,,309.28,0,2.69,15c,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc([N+](=O)[O-])cc1,3000
CHEMBL381153,,290.32,0,2.92,20,O=CN1Cc2c(c3c(c4[nH]c5ccccc5c24)CCC3)C1=O,3000
CHEMBL365390,,430.53,0,4.42,11c,O=S(=O)(NCCCc1ccccc1)c1ccc2c(c1)Cc1c-2nc(O)c2ccccc12,3000
CHEMBL3105892,,244.3,0,1.95,1r,NC(=O)n1ccc2ccc(N3CCCCC3)nc21,3000
CHEMBL361500,,233.27,0,3.51,1a,Oc1nc2c(c3ccccc13)Cc1ccccc1-2,3000
CHEMBL192951,,375.43,0,2.78,5b,O=C(CN1CCOCC1)Nc1ccc2c(c1)-c1nc(O)c3ccccc3c1C2,3000
CHEMBL3606003,,417.43,0,3.42,13n,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3cccc(C(F)(F)F)c3)CC1)C2,3000
CHEMBL3649741,,301.39,0,2.22,BDBM130118,CN(C)CCCOc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,3020
CHEMBL4072184,,402.4,1,5.03,5h,O=C1NC(=O)/C(=C/c2cn(Cc3cccc(C(F)(F)F)c3)c3ccccc23)S1,3070
CHEMBL3092521,,289.33,0,0.74,19c,CC[C@@H](CO)NC(=O)CCc1nc2ccccc2c(=O)[nH]1,3100
CHEMBL151382,,306.24,0,3.73,21c,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c(O)cccc12,3105
CHEMBL3649735,,341.45,0,2.78,BDBM130112,CN1CCCc2c1c1cc(OCCN3CCCCC3)ccc1[nH]c2=O,3110
CHEMBL4175684,,506.58,1,4.13,12b,CC(C)(C)OC(=O)N1CCC2(CC1)CN(C(=O)c1cc(Cc3n[nH]c(=O)c4ccccc34)ccc1F)C2,3118
CHEMBL1949841,,180.59,0,1.58,2,O=c1[nH]cnc2cccc(Cl)c12,3190
CHEMBL4557319,,408.46,1,5.39,10,O=C(NO)c1cccc(NC(=O)c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,3200
CHEMBL611629,,236.23,0,1.72,13,O=c1[nH]c2c(nc3cnccn32)c2ccccc12,3230
CHEMBL47840,,225.25,0,2.26,1d,Nc1ccc2c(c1)nc(O)c1cc(N)ccc12,3260
CHEMBL3290472,,295.29,0,2.41,54,COc1ccc(/C=C2\Oc3c(C(N)=O)cccc3C2=O)cc1,3300
CHEMBL81977,3-AMINOBENZAMIDE,136.15,0,0.37,1,NC(=O)c1cccc(N)c1,3300
CHEMBL596518,,249.27,0,2.64,5,Cc1cccn2c1nc1c3ccccc3c(=O)[nH]c12,3310
CHEMBL4761828,,513.95,2,5.09,9i,NC(=O)c1cc(Cl)c2ccc(-c3ccc(CN4CCN(c5ccc(C(F)(F)F)cc5)CC4)cc3)nn12,3328.75
CHEMBL504998,,186.21,0,1.64,17g,Cc1cnc2c(C(N)=O)cccc2c1,3400
CHEMBL3589282,,270.33,0,2.43,17c,COc1ccc(-c2cc3c(c(=O)[nH]2)CCCN3C)cc1,3400
CHEMBL2323226,,453.47,0,3.98,41,O=C1CC2c3c(cccc31)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,3460
CHEMBL4786867,,412.88,0,3,12b,COC1CCN(C(=O)c2ccc(-c3ccc4c(Cl)cc(C(N)=O)n4n3)cc2)CC1,3512.86
CHEMBL3649740,,327.43,0,2.75,BDBM130117,O=c1[nH]c2cc(OCCN3CCCCC3)ccc2c2c1CCCN2,3540
CHEMBL3593716,,248.33,0,0.4,"6, 5AL4",CN1CCN(c2nc3c(c(=O)[nH]2)CCCC3)CC1,3600
CHEMBL2179988,,234.21,0,0.36,"1, ME0374",NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1,3600
CHEMBL3290471,,311.29,0,2.12,53,COc1cc(/C=C2\Oc3c(C(N)=O)cccc3C2=O)ccc1O,3620
CHEMBL3290461,,195.19,0,1.25,(+)-13c,C[C@H]1Cc2cc(F)cc(C(N)=O)c2O1,3620
CHEMBL2179988,,234.21,0,0.36,"1, ME0374",NC(=O)c1cccc(NC(=O)/C=C/C(=O)O)c1,3630.78
CHEMBL3092537,,321.38,0,2.73,"5b, ME0328",C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,3700
CHEMBL453989,,200.24,0,1.9,17j,CCc1cnc2c(C(N)=O)cccc2c1,3700
CHEMBL3414770,,250.25,0,0.98,"18, ME0486",NC(=O)c1cccc(NC(=O)CCCC(=O)O)c1,3700
CHEMBL4444673,,469.41,0,3.68,8e,CN1CCC(c2ccc(-c3nc4c(F)cc(F)cc4c(=O)[nH]3)cc2)CC1.O=C(O)C(F)(F)F,3700
CHEMBL3414770,,250.25,0,0.98,"18, ME0486",NC(=O)c1cccc(NC(=O)CCCC(=O)O)c1,3715.35
CHEMBL3105877,,267.29,0,2.64,1c,COc1ccc(-c2ccc3ccn(C(N)=O)c3n2)cc1,3760
CHEMBL3649718,,313.4,0,2.04,BDBM130095,CN1CCCc2c1c1cc(OC3CCNCC3)ccc1[nH]c2=O,3850
CHEMBL4170291,,420.49,0,2.87,16c,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCC2(CCNCC2)C1,3881
CHEMBL4586580,,296.35,0,4.03,3b,CC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,3900
CHEMBL3649714,,258.32,0,2.31,BDBM130091,CCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,4000
CHEMBL3649733,,385.53,0,2.44,BDBM130110,CC[N+]1(CC)CCN(CCOc2ccc3[nH]c(=O)c4c(c3c2)NCCC4)CC1,4000
CHEMBL3649711,,272.35,0,2.7,BDBM130088,CCCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,4000
CHEMBL3639485,,230.27,0,1.89,BDBM130085,COc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,4000
CHEMBL3649712,,214.27,0,1.91,BDBM130089,CN1CCCc2c1c1ccccc1[nH]c2=O,4000
CHEMBL3649742,,239.28,0,2.14,BDBM130119,CN(C)c1ccc2c(c1)[nH]c(=O)c1cccnc12,4000
CHEMBL3649772,,311.43,0,2.9,BDBM130151,CN1CCCc2c1c1ccc(CN3CCCCC3)cc1[nH]c2=O,4000
CHEMBL3649713,,244.29,0,1.92,BDBM130090,COc1ccc2[nH]c(=O)c3c(c2c1)N(C)CCC3,4000
CHEMBL3649715,,230.27,0,1.62,BDBM130092,CN1CCCc2c1c1cc(O)ccc1[nH]c2=O,4000
CHEMBL3649719,,327.43,0,2.38,BDBM130096,CN1CCC(Oc2ccc3[nH]c(=O)c4c(c3c2)N(C)CCC4)CC1,4000
CHEMBL3649745,,228.29,0,2.45,BDBM130122,CCc1ccc2c3c(c(=O)[nH]c2c1)CCCN3,4000
CHEMBL3649766,,311.31,0,2.54,BDBM130144,O=c1[nH]c2cc(CNCC(F)(F)F)ccc2c2c1CCCN2,4000
CHEMBL3649726,,341.46,0,3.14,BDBM130103,O=c1[nH]c2ccc(OCCCN3CCCCC3)cc2c2c1CCCN2,4000
CHEMBL3649730,,320.39,0,3.51,BDBM130107,O=c1[nH]c2ccc(OCCc3ccccc3)cc2c2c1CCCN2,4000
CHEMBL1584950,,265.27,0,3.16,10,O=C(Oc1cccc2c(O)nccc12)c1ccccc1,4100
CHEMBL594216,,285.31,0,3.48,15,O=c1[nH]c2c(nc3c4ccccc4ccn32)c2ccccc12,4110
CHEMBL3764980,,305.38,0,3.83,33,CC(C)C1c2n[nH]c(=O)c3cccc(c23)NC1c1ccccc1,4139
CHEMBL151,LUTEOLIN,286.24,0,2.28,3,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4200
CHEMBL151,LUTEOLIN,286.24,0,2.28,Luteolin,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4265.8
CHEMBL593043,,249.27,0,2.64,7,Cc1ccc2nc3c4ccccc4c(=O)[nH]c3n2c1,4270
CHEMBL4457607,,314.77,0,3.47,5c,CC(C)(O)c1ccc(-c2nc3cccc(Cl)c3c(=O)[nH]2)cc1,4300
CHEMBL3414775,,248.24,0,0.45,"23, ME0442",COC(=O)/C=C\C(=O)Nc1cccc(C(N)=O)c1,4365.16
CHEMBL4159240,,506.58,1,4.13,15b,CC(C)(C)OC(=O)N1CCC2(CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)C2)C1,4397
CHEMBL3414775,,248.24,0,0.45,"23, ME0442",COC(=O)/C=C\C(=O)Nc1cccc(C(N)=O)c1,4400
CHEMBL2179989,,234.21,0,0.36,"2, ME0373",NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1,4400
CHEMBL2179989,,234.21,0,0.36,"2, ME0373",NC(=O)c1cccc(NC(=O)/C=C\C(=O)O)c1,4466.84
CHEMBL1767057,,390.18,0,3.39,15j,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccccc1I,4500
CHEMBL3928915,,480.57,0,1.84,BDBM191216,O=C(CN1CCC(C(=O)c2ccc(OCC3CC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,4500
CHEMBL501290,,366.44,0,4.48,7,COc1cc(/C=C/C(=O)Nc2nc(-c3ccccc3)cs2)cc(OC)c1,4533
CHEMBL4473832,,585.83,2,6.64,Naphthacemycin J,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Br)c2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4590
CHEMBL5205994,,461.47,0,3.16,13; ADTL-BPI1901,COc1cc(OC)c2c(=O)[nH]c(-c3ccc(OCCOc4ccccc4C(N)=O)cc3)nc2c1,4600
CHEMBL3290465,,192.22,0,0.69,rac-28,CC1Cc2c(N)ccc(C(N)=O)c2O1,4650
CHEMBL3290469,,357.37,0,4.19,51,NC(=O)c1cccc2c1O/C(=C\c1cccc(Oc3ccccc3)c1)C2=O,4650
CHEMBL3105414,,350.38,0,1.98,"SI 3, R2CI",NC(=O)c1ccc(NC(=O)CCCc2nc3ccccc3c(=O)[nH]2)cc1,4700
CHEMBL81977,3-AMINOBENZAMIDE,136.15,0,0.37,3-Aminobenzamide,NC(=O)c1cccc(N)c1,4780
CHEMBL3589283,,308.3,0,3.44,17d,CN1CCCc2c1cc(-c1ccc(C(F)(F)F)cc1)[nH]c2=O,4800
CHEMBL3906833,,468.55,0,1.84,BDBM191215,CCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,4800
CHEMBL2323533,,429.45,0,3.56,47,O=C(N[C@@H]1C[C@H](O)c2ccccc21)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,4810
CHEMBL4101990,,368.85,0,4.67,5c,O=C1NC(=O)/C(=C/c2cn(Cc3cccc(Cl)c3)c3ccccc23)S1,4810
CHEMBL4514758,,541.38,2,6.53,Naphthacemycin H,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4820
CHEMBL4465327,,506.94,2,5.88,Naphthacemycin F,COc1cc(O)c(Cl)c(C)c1-c1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3(C)C,4860
CHEMBL3098937,,315.17,0,3.66,7g,Cc1cccc2c(=O)[nH]c(-c3ccc(Br)cc3)nc12,5000
CHEMBL3098938,,254.26,0,3.04,7h,Cc1cccc2c(=O)[nH]c(-c3ccc(F)cc3)nc12,5000
CHEMBL201723,,250.26,0,2.51,7,Cc1cc2c(c3c1[nH]c1ccccc13)C(=O)NC2=O,5000
CHEMBL3098939,,270.72,0,3.55,7f,Cc1cccc2c(=O)[nH]c(-c3ccc(Cl)cc3)nc12,5000
CHEMBL346886,,304.27,0,4.33,7c,Cc1cccc2c(O)nc(-c3ccc(C(F)(F)F)cc3)nc12,5000
CHEMBL326451,,479.54,0,-0.22,44,O=C(CCn1c2c(c(=O)[nH]c1=O)C/C=C\C=C/CC2)NCC(=O)N1CCN(c2ncccn2)CC1,5000
CHEMBL3098935,,399.45,0,4.32,10,Cc1cccc2c(=O)[nH]c(-c3ccc(CNC(=O)OCc4ccccc4)cc3)nc12,5000
CHEMBL3105893,,334.42,0,2.78,11,NC(=O)Cn1ccc2ccc(-c3ccc(CN4CCCC4)cc3)nc21,5000
CHEMBL110347,,419.48,0,2.52,40,CC(CC(=O)NCC(=O)c1ccc2ccccc2c1)n1c2c(c(=O)[nH]c1=O)CCCC2,5000
CHEMBL3105880,,313.36,0,4.3,1f,NC(=O)n1ccc2ccc(-c3ccc(-c4ccccc4)cc3)nc21,5000
CHEMBL4580842,,404.41,0,1.9,96i,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2cnnc2C1,5000
CHEMBL4064332,,304.36,0,3.54,9,CC(C)c1ccc(Nc2nc3ccccc3n3nnnc23)cc1,5011.87
CHEMBL4087876,,375.39,0,1.89,23,O=C(c1ccc(Nc2nc3ccccc3n3nnnc23)cc1)N1CCOCC1,5011.87
CHEMBL4060134,,482.51,0,1.75,41,Cn1cnc(C(=O)N2CCN(C(=O)c3ccc(Nc4nc5ccccc5n5nnnc45)cc3)CC2)c1,5011.87
CHEMBL4087470,,452.48,0,2.17,32,O=C(c1ccc(Nc2nc3ccccc3n3nnnc23)cc1)N1CCN(c2ncccn2)CC1,5011.87
CHEMBL4090218,,352.39,0,4.15,5f,O=C1NC(=O)/C(=C/c2cn(Cc3ccc(F)cc3)c3ccccc23)S1,5030
CHEMBL2414050,,250.3,0,2.7,22i,Nc1cccc2c(=O)[nH]c(Cc3ccccc3)cc12,5140
CHEMBL3605967,,248.28,0,0.78,10b,COCCCN1Cc2cccc(C(N)=O)c2C1=O,5300
CHEMBL1949863,,174.2,0,1.54,28,Cc1nc2cccc(C)c2c(=O)[nH]1,5310
CHEMBL3290465,,192.22,0,0.69,"28, enantiomer-2",CC1Cc2c(N)ccc(C(N)=O)c2O1,5330
CHEMBL267373,BENZAMIDE,121.14,0,0.79,Bz,NC(=O)c1ccccc1,5400
CHEMBL3606006,,350.42,0,1.8,13q,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccncc3)CC1)C2,5400
CHEMBL2431805,,312.32,0,3.25,XAV939,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCSC2,5500
CHEMBL395092,,160.18,0,1.23,22,Cc1nc2ccccc2c(=O)[nH]1,5600
CHEMBL3414767,,248.24,0,0.44,"15, ME0377",NC(=O)c1cccc(NC(=O)C2CC2C(=O)O)c1,5600
CHEMBL2414047,,242.3,0,2.84,22f,Nc1cccc2c(=O)[nH]c(-c3cccs3)cc12,5610
CHEMBL2431805,,312.32,0,3.25,XAV939,O=c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc2c1CCSC2,5623.41
CHEMBL3414767,,248.24,0,0.44,"15, ME0377",NC(=O)c1cccc(NC(=O)C2CC2C(=O)O)c1,5623.41
CHEMBL3947374,,468.55,0,1.84,BDBM191142,CC(C)Oc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,5630
CHEMBL1949855,,180.59,0,1.58,18,O=c1[nH]cnc2c(Cl)cccc12,5650
CHEMBL4440292,,356.4,0,3.63,5p,COCCOC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1,5700
CHEMBL266540,QUINAZOLINONE,146.15,0,0.92,QN-1,O=c1[nH]cnc2ccccc12,5750
CHEMBL594215,,236.23,0,1.72,14,O=c1[nH]c2c(nc3ncccn32)c2ccccc12,5780
CHEMBL481793,,198.22,0,1.98,17k,C=Cc1cnc2c(C(N)=O)cccc2c1,5800
CHEMBL3903427,,510.59,1,1.61,BDBM191218,O=C(CN1CCC(C(=O)c2ccc(OC3CCOCC3)cc2)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,5800
CHEMBL594214,,269.69,0,2.98,11,O=c1[nH]c2c(nc3cc(Cl)ccn32)c2ccccc12,5870
CHEMBL4453336,,610.27,2,7.84,Naphthacemycin B,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(O)c(Cl)c(O)c(Cl)c1C3(C)C,5880
CHEMBL3593715,,325.42,0,1.37,"5, 5AL5",O=c1[nH]c(N2CCN(Cc3ccncc3)CC2)nc2c1CCCC2,5900
CHEMBL3593997,,444.47,0,4.49,11j,COc1cc(-c2ccc(-c3nc4c(C(N)=O)cc(F)cc4[nH]3)cc2)ccc1NC(=O)C1CC1,5960
CHEMBL3606001,,428.33,0,3.17,13l,NC(=O)c1cccc2c1C(=O)N(C1CCN(Cc3ccc(Br)cc3)CC1)C2,6000
CHEMBL3290470,,299.71,0,3.06,52,NC(=O)c1cccc2c1O/C(=C\c1ccc(Cl)cc1)C2=O,6090
CHEMBL45904,,240.22,0,3,9c,O=[N+]([O-])c1cccc2c1nc(O)c1ccccc12,6100
CHEMBL198422,,366.51,0,2.4,10g,CN1CCC2N=C(CCCN3CC=C(c4ccccc4)CC3)NC(=O)C2C1,6100
CHEMBL3092537,,321.38,0,2.73,"5b, ME0328",C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1,6300
CHEMBL3290456,,177.2,0,1.11,(R)-(-)-13a,C[C@@H]1Cc2cccc(C(N)=O)c2O1,6340
CHEMBL3289108,,238.25,0,2.3,13j,O=c1[nH]c(-c2ccc(O)cc2)nc2ccccc12,6429
CHEMBL3291326,,366.47,0,2.1,27b,CN(C)C1CCN(C(=O)c2cc3c(n2C)-c2ccccc2C(=O)NC3)CC1,6429
CHEMBL4069447,,477.52,0,4.6,14,Cc1cccc2c(=O)[nH]c(CCC(=O)Nc3ccc(C(=O)Nc4cccc5cccnc45)cc3)nc12,6456.54
CHEMBL3092553,,351.41,0,1.58,6j,O=C(CCc1nc2ccccc2c(=O)[nH]1)N[C@H](CO)Cc1ccccc1,6460
CHEMBL4069447,,477.52,0,4.6,14,Cc1cccc2c(=O)[nH]c(CCC(=O)Nc3ccc(C(=O)Nc4cccc5cccnc45)cc3)nc12,6500
CHEMBL3903965,,454.53,0,1.45,BDBM191197,CCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,6500
CHEMBL4069447,,477.52,0,4.6,14,Cc1cccc2c(=O)[nH]c(CCC(=O)Nc3ccc(C(=O)Nc4cccc5cccnc45)cc3)nc12,6500
CHEMBL3955207,,440.48,0,1.12,BDBM191192,O=C(CN1CCC2(CC1)Cc1cc(F)ccc1C2=O)NCc1nc2c(c(=O)[nH]1)COCC2,6500
CHEMBL4461708,,575.83,2,7.18,Naphthacemycin A,COc1cc(O)c(Cl)c(C)c1-c1cc(O)c(Cl)c2cc3c(c(O)c12)C(=O)c1c(cc(O)c(Cl)c1O)C3(C)C,6560
CHEMBL1767063,,215.21,0,1.63,26,O=C(O)/C=C/c1cccc2c(=O)[nH]ccc12,6600
CHEMBL3606005,,392.5,0,2.47,13p,CN(C)c1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,6600
CHEMBL4080163,,232.24,0,1.25,12,Cc1cccc2c(=O)[nH]c(CCC(=O)O)nc12,6606.93
CHEMBL1892587,,218.21,0,1.35,11,O=C(O)CCc1nc(O)c2ccccc2n1,6606.93
CHEMBL1892587,,218.21,0,1.35,11,O=C(O)CCc1nc(O)c2ccccc2n1,6700
CHEMBL3290466,,348.36,0,1.75,ILC,NC(=O)c1nn(CCCN2C(=O)C(=O)c3ccccc32)c2ccccc12,6800
CHEMBL3956527,,484.55,0,1.08,BDBM191219,COCCOc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)COCC4)CC2)cc1,6800
CHEMBL525534,,203.25,0,1.06,15,Cc1nn(C)c2[nH]c3c(c(=O)c12)CCC3,7000
CHEMBL339695,,145.16,0,1.94,19,Oc1nccc2ccccc12,7000
CHEMBL1949840,,164.14,0,1.06,1,O=c1[nH]cnc2cccc(F)c12,7040
CHEMBL16861,,236.27,0,3.77,21,Cc1ccc(-c2cc(=O)c3ccccc3o2)cc1,7079.46
CHEMBL521686,OLAPARIB,434.47,0,2.35,16,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,7090
CHEMBL16861,,236.27,0,3.77,21,Cc1ccc(-c2cc(=O)c3ccccc3o2)cc1,7100
CHEMBL3414765,,266.25,0,0.21,"13, ME0375",COC(CC(=O)O)C(=O)Nc1cccc(C(N)=O)c1,7300
CHEMBL3414765,,266.25,0,0.21,"13, ME0375",COC(CC(=O)O)C(=O)Nc1cccc(C(N)=O)c1,7413.1
CHEMBL1949850,,214.15,0,1.94,13,O=c1[nH]cnc2cc(C(F)(F)F)ccc12,7500
CHEMBL301624,,270.24,0,2.58,6,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,7500
CHEMBL84044,,201.27,0,2.46,4a,O=C1NC2CCCCC2c2ccccc21,7500
CHEMBL84044,,201.27,0,2.46,47,O=C1NC2CCCCC2c2ccccc21,7500
CHEMBL3946751,,439.51,0,1.67,BDBM191228,COc1ccc(C(=O)C2CCN(CC(=O)NCc3cc4c(c(=O)[nH]3)COCC4)CC2)cc1,7500
CHEMBL301624,,270.24,0,2.58,6,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,7585.78
CHEMBL1767053,,390.18,0,3.39,15h,O=C(Nc1cccc2c(=O)[nH]ccc12)c1ccc(I)cc1,7600
CHEMBL3978546,,441.46,0,1.62,BDBM191182,O=C(CN1CCC(c2noc3cc(F)ccc23)CC1)NCc1nc2c(c(=O)[nH]1)COCC2,7630
CHEMBL4065625,,403.29,1,5.32,5e,O=C1NC(=O)/C(=C/c2cn(Cc3ccc(Cl)cc3Cl)c3ccccc23)S1,7810
CHEMBL4285233,,433.51,0,3.91,35; K-576,COc1cc2ncnc(N3CCC(CN4Cc5ccccc5NC4=O)CC3)c2cc1OC,8000
